word,id
worked,4
yes.,4
Weasley.,4
yesterday,4
ought,4
others.,4
poking,4
"Mom,",4
“Better,4
orange,4
name.,4
hooded,4
phoenix,4
photographs,4
hoops,4
one.”,4
"House,",4
“Then,4
who’s,4
rattling,4
results,4
yet?”,4
"Vol-,",4
“Thank,4
merrily,4
Ronan.,4
“Want,4
laugh,4
Ron.”,4
reflected,4
Wood’s,4
mixed,4
“Which,4
"yelled,",4
Wizard,4
"himself,",4
read:,4
Dumbledore?”,4
hissed.,4
yellow,4
I?”,4
"name,",4
hissing,4
"world,",4
moaned,4
manage,4
Dursleys.,4
ropes,4
mixture,4
Bott’s,4
What’s,4
people’s,4
whipped,4
firmly.,3
"purpose,",3
pure,3
Firenze.,3
that’ll,3
"them,”",3
map,3
Five,3
man’s,3
Filch.,3
hearts,3
markings,3
field.,3
"fighting,",3
metal,3
chamber.,3
fighting,3
midair,3
"middle,",3
fierce,3
fields,3
“Excuse,3
Dudley.”,3
minds.,3
mess,3
chasing,3
"Drive,",3
snarled.,3
snatched,3
Dragon,3
fell.,3
checking,3
"cheek,",3
pretty,3
minutes.,3
chairs,3
term,3
marks,3
smiled.,3
that?,3
"casually,",3
punching,3
pumpkin,3
cats,3
puffing,3
matter?”,3
“Could,3
me!,3
"thanks,",3
smiles,3
“D’you,3
proudly.,3
"ceiling,",3
proud,3
finish,3
fingers.,3
centaur,3
fine,3
properly,3
mentioned,3
promised,3
Everybody,3
Granger.,3
makes,3
folk,3
breathe,3
lightning,3
"for,",3
Hufflepuffs,3
"through,",3
yes,3
foolish,3
brick,3
"However,",3
food.,3
like?”,3
Houses.,3
Houses,3
"yet,",3
liking,3
"He,",3
"sky,",3
rattled,3
folded,3
"line,",3
He’ll,3
brooms.,3
rats,3
Hermione?”,3
broomstick.,3
lips.,3
Herbs,3
rat,3
Herbology,3
fluttering,3
yellowish,3
read.,3
"breakfast,",3
for?”,3
four.,3
"four,",3
"Longbottom,",3
Like,3
"time,”",3
foul,3
"lesson,",3
fought,3
Let’s,3
bowl,3
box.,3
boy!”,3
forgive,3
let’s,3
"forget,",3
year.,3
licking,3
lie,3
Johnson,3
yeh.,3
ticked,3
reading,3
brandy,3
yeh?,3
Its,3
thundered.,3
yeh’d,3
braver,3
sixteen,3
"yours,",3
Harry?,3
smallest,3
"can’t,”",3
quiet.,3
Galleons,3
"quiet,",3
lower,3
lowered,3
"can,",3
"these,”",3
luck,3
“Another,3
there?,3
"“Anyway,",3
"there,”",3
"Fred,",3
fit,3
"magic,",3
sleeping,3
magic.,3
slumped,3
firs’,3
Fluffy.”,3
Fluffy.,3
car.,3
magical,3
smaller,3
card.,3
cared,3
mail.,3
"careful,",3
first.”,3
pushing,3
flaming,3
quietly,3
George.,3
sloped,3
building,3
lives,3
flopped,3
Half,3
raising,3
floors,3
HOGWARTS,3
thirteen,3
HIM!”,3
third-floor,3
buried,3
rain,3
long.,3
think.,3
score,3
bushy,3
"’Course,",3
looking.,3
thing.,3
Griphook.,3
lookin’,3
"’em,",3
buying,3
"thin,",3
fleet,3
“Follow,3
cage,3
“About,3
Get,3
minutes’,3
"mother,",3
cheering,3
drove,3
"oh,",3
off.”,3
spots,3
spot.,3
curtains,3
3,3
pin,3
stuffed,3
curse,3
stumped,3
curled,3
curiously,3
pipe,3
nowhere,3
“Say,3
piercing,3
pieces.,3
"“Thanks,”",3
“Some,3
dashed,3
drive,3
driven,3
once:,3
“Take,3
dared,3
on?”,3
on?,3
dangling,3
stroked,3
"on,”",3
dropping,3
“Stay,3
dancing,3
oldest,3
"stupid,”",3
"noticed,",3
dying,3
"crying,",3
echoed,3
"“Oy,",3
sunk,3
“Or,3
cream,3
eh?,3
7,3
“One,3
"either,",3
played,3
"“Nothing,”",3
"“Nothing,",3
emerald,3
"please,”",3
ALBUS,3
"noise,",3
"plates,",3
plate.,3
"“Right,",3
crying,3
cry.,3
cry,3
subject,3
"ear,",3
"“Right,”",3
spindly,3
4,3
“Right,3
not?”,3
"sudden,",3
plain,3
"not,”",3
"not,",3
dashing,3
stretching,3
news,3
passed.,3
difference,3
/,3
panted,3
panic.,3
die.”,3
"pale,",3
stole,3
path.,3
"pain,",3
stolen,3
paid,3
patting,3
doing?”,3
stone.,3
packages,3
paper.,3
different.,3
pick,3
do.”,3
•k,3
passage,3
stick,3
"direction,",3
parking,3
staying,3
"dive,",3
"parents,",3
sticks,3
“we,3
parchment.,3
"parchment,",3
"do,”",3
parchment,3
difficult.,3
desperately.,3
start.,3
desk,3
“Would,3
stranger,3
drag,3
stranger.,3
outside.,3
peppermint,3
decide,3
dragon.,3
"stairs,",3
"out,”",3
"death,",3
dear.”,3
drawing,3
“Unless,3
"street,",3
opinion,3
“Welcome,3
dozen,3
deeper,3
delighted.,3
owls.,3
“Wonder,3
“Wingardium,3
“Will,3
doorway,3
deliver,3
“Where’s,3
penalty,3
"dormitory,",3
delicious,3
strained,3
overhead.,3
definitely,3
down!”,3
please.”,3
"new,",3
Didn’t,3
mountains,3
cloaks,3
sofa,3
cloak.,3
Championship,3
"Look,",3
tallest,3
climbing,3
tank,3
tantrum,3
“Have,3
Christmas.,3
"Cloak,”",3
mood,3
clear,3
month,3
eyebrows.,3
talked,3
"Bludgers,",3
"“Hogwarts,",3
"expected,",3
Both,3
muffled,3
much.”,3
movements,3
“Hurry,3
"club,",3
explained.,3
exploded,3
movement,3
“Hope,3
takin’,3
mouth.,3
Can,3
Can’t,3
sobbing,3
failed,3
“HUFFLEPUFF!”,3
"class,",3
misty,3
Daily,3
mistaking,3
team.,3
missing,3
missed,3
favored,3
Defense,3
tearing,3
tears,3
miserably.,3
tears.,3
pretend,3
"feathers,",3
pretended,3
famous.,3
snowy,3
"famous,",3
mom,3
faint.,3
clapping,3
fair,3
fall.,3
moment.,3
"prefect,",3
tea.,3
family.”,3
Curse,3
teach,3
families.,3
chuckled,3
"family,",3
DUMBLEDORE,3
mumbled.,3
colder,3
"sparks,",3
cost,3
"enough,",3
necks,3
“Miss,3
"Arts,",3
corner.,3
points.”,3
“Maybe,3
copying,3
envelope.,3
coolly.,3
cool,3
sooner,3
"narrow,",3
"soon,",3
“Mars,3
corridors.,3
Anyone,3
collapsed,3
Another,3
cousin,3
sparks,3
space,3
sounds,3
countryside,3
counting,3
end.,3
Algie,3
ends,3
plunged,3
Alley.,3
engine,3
could’ve,3
couldn’t.,3
needn’t,3
name’s,3
especially,3
poked,3
"evening,",3
examined,3
coming.,3
swishing,3
Best,3
Bill,3
Binns,3
mustn’t,3
Black,3
"come,",3
excited,3
possession,3
excitedly,3
color,3
tabby,3
murmured.,3
swiftly,3
mysterious,3
something’s,3
somewhere.”,3
"son,",3
“Malfoy,3
contact,3
constrictor,3
ever.,3
everybody,3
confused,3
sometimes,3
sweeping,3
everyone’s,3
sweets,3
Baron’s,3
sweets.,3
concentrate,3
"bottles,",3
pass,3
jostled,3
tower,3
town,3
"Voldemort,",3
Voldemort.,3
hoped,3
hope.,3
wing.,3
Over,3
towered,3
involved,3
"invisible,",3
bend,3
gathered,3
"Suddenly,",3
wave,3
banner,3
happened?”,3
"good,”",3
kitchen.,3
happening,3
winning,3
rumbling,3
argue.,3
knees.,3
"key,",3
handkerchief,3
behaving,3
trouble.”,3
"seen,",3
"another,",3
seen.,3
behind.,3
whichever,3
horror.,3
"horror,",3
robe,3
"understand,",3
twitched,3
kick,3
Patil,3
shortly.,3
traffic,3
belong,3
belonged,3
Parvati,3
knee,3
shout,3
bite,3
rules,3
Stonewall,3
roof,3
OR,3
Norwegian,3
shown,3
birds,3
shrank,3
armor,3
seat.,3
knowin’,3
binoculars.,3
reminds,3
Stone.”,3
"arms,",3
"seat,",3
truth.,3
violet,3
"Seeker,",3
"bishop,",3
twin.,3
visited,3
seeing,3
true?”,3
biggest,3
"Oh,",3
reptile,3
wiped,3
torn,3
interesting.,3
shouting,3
"knew,",3
sausages,3
bigger,3
good.”,3
knobbly,3
what?,3
Students,3
wishing,3
report,3
trunks,3
sharply.,3
interest,3
happily,3
binoculars,3
Pince,3
underground,3
jumping,3
white.,3
Thousand.,3
beard.,3
glinting,3
gliding,3
whistle,3
glided,3
howling,3
hummed,3
roar,3
roaring,3
"wanted,",3
gleaming,3
beautiful,3
warmth,3
it:,3
half-moon,3
glasses.,3
"glasses,",3
jaws,3
"Quaffle,",3
Quidditch?”,3
anything.”,3
handing,3
humans,3
roared,3
anywhere,3
tries,3
tried.,3
Things,3
see?”,3
whistled,3
warm,3
anyway,3
glittering,3
jacket,3
Quirrell?”,3
trip,3
beamed,3
hugged,3
glowing,3
beaming,3
"anythin’,",3
shock.,3
trick,3
road,3
Too,3
"anyone,",3
"Ronan,",3
Table,3
"wide,",3
trapdoor,3
Potter?,3
Potter.”,3
joke.,3
Ronald,3
wide.,3
"joking,",3
"bartender,",3
Pucey,3
"hurt,",3
"secret,",3
right?,3
"is,”",3
gigantic,3
jump.,3
"began,",3
twitching,3
"giant,",3
"two,",3
hungry,3
hamburger,3
glance,3
glass.,3
jet,3
it!,3
Romania,3
risk,3
rising,3
"troll,",3
bathrobe,3
whose,3
bed.”,3
anxiously.,3
"Professor,",3
glaring,3
halt,3
treacle,3
job.,3
shelves,3
Tap.,3
glanced,3
"too,”",3
sharply,3
frowning,3
"indeed,",3
useful,3
us?”,3
"ahead,",3
us?,3
laughter.,3
lead,3
"lead,",3
worried.,3
impatiently.,3
"us,",3
ingredients,3
unusual,3
askin’,3
Snitch.,3
scream,3
ago.,3
"baby,",3
"red,",3
frightening,3
Malkin’s,3
rubbing,3
"back,”",3
toadless,3
tucked,3
Should,3
bloody,3
"he,",3
blow,3
wear,3
blown,3
Mom.”,3
he?,3
"today,",3
You-Know-,3
backs,3
grateful,3
ajar,3
Sickles,3
Soon,3
blurted,3
backed,3
later.,3
uses,3
bolted,3
"ago,”",3
Malkin,3
heard.,3
impossible,3
boots.,3
awarded,3
"week,",3
weighing,3
heavily,3
wrestling,3
afternoon,3
leaves.,3
ate,3
impressed,3
grin,3
silvery,3
shadow,3
awake,3
weeks.,3
frantically,3
Snape.”,3
times.,3
friendly,3
inches,3
learning,3
"inches,",3
silent,3
gripped,3
grip,3
"Slowly,",3
scratching,3
book.,3
"her,”",3
scraping,3
turns,3
recognize,3
age,3
astonishing,3
acting,3
wound,3
away.”,3
"friends,",3
"tiny,",3
wrenched,3
Slytherin.”,3
"usual,",3
Quirrell.,3
hitting,3
"won,",3
funny.,3
Neither,3
"tonight,",3
YOU,3
blinking,3
"funny,",3
bag.,3
"tonight,”",3
scribbled,3
sick,3
laid,3
"ill,”",3
growls,3
werewolf,3
ignore,3
Send,3
"higher,",3
hats,3
tomorrow.,3
him;,3
ruff,3
"Nah,",3
twice.,3
Severus,3
hissed,3
tonight,3
blinding,3
blankets,3
alchemy,3
"way,”",3
NOT,3
Seven,3
"tomorrow,",3
grown,3
sayin’,3
"large,",3
"alive,",3
lap.,3
bitten,3
already.,3
alive,3
Yer,3
hoarse,3
relief,3
search,3
shaking.,3
Nick,3
grubby,3
hole.,3
unpleasant,3
Nicholas,3
video,3
needles,2
plant.,2
escape,2
ruined,2
seventh,2
"easy,",2
gruffly.,2
hunched,2
ruffled,2
row.,2
seek,2
somewhere.,2
sound.,2
"normal,",2
escaping,2
grimly.,2
grumpily.,2
"rules,",2
name\”,2
pleased.,2
events,2
plan,2
spend,2
plan.,2
easily,2
"spell,",2
important.”,2
plates,2
sorta,2
grin.,2
"idea,",2
easily.,2
"seemed,",2
nephew,2
enjoying,2
important.,2
grinning,2
"poker,",2
serpent,2
"serious,",2
rows,2
nostrils.,2
normally,2
sense,2
"never,",2
nettle,2
neatly,2
"nightmare,",2
"pointing,",2
news.,2
hushed,2
ickle,2
"empty,",2
immediately,2
"special,",2
neck.,2
seriously,2
natural.,2
senses.,2
points.,2
nighttime,2
enter,2
"players,",2
eat.,2
imagine.,2
imagined,2
rummaging,2
selling,2
"newspaper,",2
spat,2
nibble,2
nearer.,2
emerald-green,2
else.”,2
"nice,",2
"playing,”",2
nicer,2
ruddy,2
guilty,2
illegal,2
night’s,2
eight,2
hungrily,2
pockets.”,2
hurry.,2
noble,2
enchantments,2
enjoys,2
"nodded,",2
groaned,2
hurting,2
"hadn’t,",2
platform.,2
"important,",2
setting,2
"pleased,",2
rush,2
groups,2
edged,2
"play,",2
"envelope,",2
group,2
effort,2
icy,2
groaned.,2
egg.,2
"had,",2
"ill,",2
"guarding,",2
"play,”",2
sore.,2
"eh,",2
"rubbish,”",2
hurt.,2
soul,2
frame.,2
not.”,2
scar.”,2
"his,",2
overtake,2
him!”,2
hates,2
scales,2
stands.,2
stare,2
doorway.,2
stare.,2
screwed,2
"doors,",2
owl?”,2
stamp,2
doorknob,2
"own,",2
screams,2
stars.,2
"peas,",2
owned,2
oyt,2
"o’clock,",2
pawed,2
hid,2
paced,2
scuttled,2
pelting,2
paces,2
hard.,2
"ours,",2
drained,2
perched,2
dragons.,2
ourselves,2
out!”,2
stairs,2
happy.,2
"hard,",2
out-of-bounds,2
searched,2
holly,2
say?”,2
"outside,",2
"holidays,",2
say.,2
say.”,2
downward,2
outstanding,2
downright,2
down?”,2
overcoat,2
"hat,",2
overhead,2
"done,”",2
done!”,2
"home,”",2
disturb,2
scrambling,2
"help,",2
scattering,2
schedules,2
"school,”",2
parents.,2
"passageway,",2
parents’,2
"heavy,",2
school?”,2
school’s,2
heavens.,2
help?”,2
parted,2
"distance,",2
parties,2
disgusting,2
disgruntled,2
steep,2
discovery,2
heaved,2
heart.,2
"partner,",2
"step,",2
help.,2
passageways,2
paused,2
patch,2
pause.,2
"hesitated,",2
screaming,2
hero,2
packing,2
startled,2
patted,2
here’s,2
painful,2
painfully,2
headed,2
dog.,2
helping,2
pasty.,2
"past,",2
does.”,2
panic,2
does.,2
here!,2
"panted,",2
"heads,",2
her?”,2
passes,2
parcel,2
performed,2
home.,2
hugging,2
safest,2
oak,2
dungeon,2
oak.,2
obvious,2
"hour,",2
"spoke,",2
security,2
hotel,2
sport.,2
"dull,",2
"odd,",2
"hot,",2
hour.,2
piles,2
secret.,2
oddly,2
"of,",2
of.,2
of.”,2
sagged,2
spread,2
"somewhere,”",2
office,2
"office,",2
spoil,2
o/WITCHCRAFT,2
spying,2
eagerly,2
"notes,",2
"ears,",2
places,2
earn,2
see?,2
ear,2
huddle,2
eagle,2
see.”,2
"nothing,",2
howls,2
eager,2
safe.”,2
nothing.,2
place?”,2
d’yeh,2
place.”,2
hovered,2
dwell,2
noticing.,2
dusty,2
splendid,2
"house,”",2
safe.,2
sprinting,2
handful,2
drawling,2
honestly.”,2
hooves,2
hooted,2
one?”,2
drills.,2
ones.,2
ones;,2
drifted,2
dried,2
stack,2
"open,",2
hook-nosed,2
opinion.,2
drinker,2
stacked,2
order,2
dreams,2
ordered,2
staffroom,2
"sausages,",2
persuade,2
dream.,2
"others,",2
dreading,2
drawn,2
drink?”,2
sandy-haired,2
drowned,2
handle.”,2
drove.,2
said?,2
handkerchief.,2
square,2
on!,2
pie,2
squares,2
handle,2
"handle,",2
sailed,2
squeak,2
"horrible,",2
one!”,2
same.,2
squeaked,2
picture,2
once.”,2
horns,2
hopped,2
squeaked.,2
driving,2
picking,2
sandwiches,2
"sandwiches,",2
improve,2
"eye,",2
"in,”",2
quiver,2
look.”,2
"flick,",2
looked.,2
shrieks,2
shriek,2
know?”,2
remote,2
rabbit,2
loosening,2
flavor,2
slipping,2
flatten,2
lost.,2
everything.,2
gamekeeper,2
gamekeeper.,2
"knickerbockers,",2
"quill,",2
quill,2
gang,2
"gang,",2
gap,2
loved,2
slot,2
flared.,2
slow,2
flicked,2
flickered,2
flickering,2
shriveled,2
shuffling,2
"ran,",2
sleepy,2
raise,2
sleeve,2
sleeves,2
locked.,2
lady,2
laden,2
remember?”,2
logic,2
shuddered.,2
floated,2
flitted,2
longer,2
flipped,2
rage.,2
rage,2
racket,2
look!”,2
fury,2
remembering,2
remembers,2
flight,2
slight,2
slowed,2
"lower,",2
knack,2
revolting,2
gently.,2
ribs,2
keys.,2
push,2
firm,2
purpose.,2
keys,2
keyhole.,2
fireplace,2
mane,2
"kettle,",2
keeps,2
"marble,",2
ridiculous,2
ghost.,2
keen,2
ghosts.,2
marmalade,2
punished,2
jumped.,2
shops.,2
"smile,",2
massive,2
gift,2
match?,2
first-year,2
main,2
"lucky,",2
reveal,2
reserve,2
gasping,2
kissed,2
luminous,2
questions.,2
gasps,2
"lunchtime,",2
gateway,2
question,2
kiss,2
madly,2
gathering,2
fists,2
killin’,2
fist,2
killing,2
magic.”,2
return.,2
returned,2
puts,2
"shoulder,",2
killed.,2
magnificent,2
mahogany,2
"mail,",2
remember.,2
furiously.,2
sleepily.,2
silently.,2
library;,2
library?”,2
forever.”,2
"forever,",2
sir?”,2
leather,2
lie.”,2
sister.,2
"life,”",2
least.”,2
life;,2
lift,2
"least,",2
sitting.,2
record,2
"silence,",2
frog,2
signed,2
red-haired,2
lifted,2
red.,2
light.,2
forbid,2
"from,",2
for?,2
"leave,",2
level,2
lighted,2
reckons,2
"leg,”",2
fourth,2
reasons,2
simple,2
"freckles,",2
freckles.,2
reason.,2
recent,2
free.,2
singing,2
silver.,2
lesson,2
freezing,2
silly,2
lesson.,2
"lessons,",2
"friend,",2
friend.,2
really.”,2
letter.”,2
letter?”,2
form,2
fork,2
"really,",2
letting,2
redder,2
sight;,2
flung,2
limped,2
lasted,2
"refuse,",2
sky.,2
skyward,2
"relax,",2
lined,2
sickening,2
relief.,2
lion,2
lip.,2
sick.”,2
fun.,2
"landed,",2
slamming,2
lamplike,2
shutting,2
listened.,2
listening,2
"listening,",2
"rare,",2
flutter,2
"lamp,",2
"shut,",2
rare,2
rapped,2
"late,",2
sides.,2
reaching,2
reflections,2
laughter,2
"front,",2
"laughed,",2
laugh.,2
lightning.,2
lights,2
sighed.,2
"footsteps,",2
lights.,2
"sighed,",2
reach,2
skimming,2
frozen,2
frying,2
fool,2
sigh,2
"skin,",2
sidled,2
skin.,2
fond,2
follows,2
skinny,2
"lately,",2
ray,2
late.”,2
"girl,",2
girl.,2
public,2
goodness,2
"sharp,",2
inter,2
rolls,2
mounted,2
eye.,2
sharing,2
mouse,2
"leg,",2
sofa.,2
got.,2
"instant,",2
extraordinary,2
shared,2
insisted,2
mouthful,2
"potatoes,",2
expression,2
inside?”,2
"exploded,",2
root,2
"softly,",2
"inside,",2
explained,2
explain.,2
gran,2
pounding,2
mothers,2
sold,2
good.,2
"sobbed,",2
fading,2
gold.,2
irritably.,2
monkshood,2
fact.”,2
monstrous,2
golf,2
"practice,",2
months.,2
"involved,",2
gone!”,2
mood.,2
powers.,2
"faces,",2
moonlight.,2
"powerful,",2
gone?”,2
face-to-face.,2
introduced,2
introduce,2
interrupted,2
socks.,2
interfere,2
powdered,2
rooted,2
expelled?”,2
sobbed,2
shaggy,2
someone’s,2
shadowy,2
greasy,2
porridge.,2
"great,",2
"round,",2
"shadows,",2
"greed,",2
round-faced,2
examine,2
popped,2
round.,2
"muttering,",2
"myself,",2
pop.,2
pop,2
myst’ry,2
"myst’ry,",2
nagging,2
polite,2
everywhere,2
shack,2
sometimes.,2
shabby.,2
"somewhere,",2
someone.,2
incredible.,2
postage,2
portraits,2
expelled.,2
"grass,",2
ink.,2
expelled,2
post,2
expecting,2
solid.,2
grass.,2
ink,2
possible.,2
"possible,",2
"expect,",2
murmured,2
infusion,2
"murmured,",2
somebody,2
exciting,2
excitement.,2
excitement,2
excitedly.,2
shaken,2
informed,2
mustache,2
somehow.,2
mustache.,2
"gold,",2
practicing,2
"mean,”",2
prodded,2
"midair,",2
midair.,2
snake.,2
"road,",2
problems,2
jars,2
"mind,”",2
minds,2
shoot,2
fewer,2
jammed,2
mine,2
"felt,",2
private,2
jam,2
"fell,",2
prickled.,2
shocked.,2
minute.,2
minute.”,2
jackets,2
mirror.”,2
sneer.,2
feed,2
feeble,2
jerk,2
mice.,2
mirror?”,2
rise,2
mean.,2
mean.”,2
girls,2
joking.”,2
"shop,",2
measure,2
"proud,",2
measuring,2
joke,2
jog,2
"fingers,",2
melted,2
"finger,",2
smoke,2
finer,2
rip,2
memory,2
properly.,2
"properly,",2
mercy.,2
meself.,2
ripping,2
"smooth,",2
promise,2
messing,2
fed,2
glittered,2
money.,2
snuffbox,2
mixing,2
family!”,2
shelf,2
"prefects,",2
goblin.,2
prefects,2
is?”,2
moldy,2
is.”,2
is.,2
"sheets,",2
moleskin,2
falling,2
"going,",2
moment.”,2
moment?”,2
moments,2
soaring,2
"money,",2
going.,2
faintest,2
going?”,2
precious,2
goin’,2
faint,2
"shelves,",2
family’s,2
feathers,2
go?”,2
feasts,2
"shock,",2
miserable,2
miserably,2
feared,2
fear.,2
jabbed,2
favors,2
shiny,2
gloomy,2
glowed,2
"fat,",2
mistake,2
fastest,2
"mistake,”",2
fast.,2
she’ll,2
snout,2
"snout,”",2
present.”,2
it;,2
fangs.,2
"fangs,",2
snow,2
go?,2
sliding,2
!,2
"disappeared,",2
unfolding,2
angrily.,2
"angry,",2
angry.,2
angry?”,2
ankles,2
announced,2
another.,2
"answer,",2
answered.,2
uncle.,2
unblinkingly,2
unable,2
anymore.,2
anyone.,2
anyone’s,2
umbrella.,2
anything?”,2
"anywhere,",2
anywhere.,2
anger,2
ancient,2
"afternoon,”",2
amuse,2
"afterward,",2
again.”,2
again?,2
"ages,",2
ago,2
"agreed,",2
"airplane,",2
all;,2
all?,2
allowed.,2
"along,",2
uniform.,2
"uniform,”",2
aloud.,2
"already,",2
already.”,2
am.”,2
"amazed,",2
amazement.,2
appearance,2
"appeared,",2
"two,”",2
"are,",2
"awake,",2
awake.,2
babble,2
back!,2
tub,2
backward.,2
bacon.,2
"bad,",2
badge,2
"bag,",2
baggy,2
baked,2
ball.,2
balloon,2
truth,2
trusted,2
trunk.,2
banged,2
banging,2
await,2
turkey,2
attract,2
armed!”,2
"are,”",2
are.”,2
twisting,2
twins’,2
arm?”,2
twinkling,2
armchairs,2
armchairs.,2
arms.,2
attack,2
arms;,2
twigs,2
"arrived,",2
ashamed,2
"aside,",2
aside.,2
asphodel,2
turn.,2
unwrapping,2
"afraid,",2
"banquet,",2
Told,2
wand.”,2
Transfiguration,2
Trevor,2
walnut.,2
Try,2
walk.,2
Twelve,2
Twentieth,2
"Underground,",2
Underground.,2
Underneath,2
waiting.”,2
wait.,2
"wait,",2
"waist,",2
"wailed,",2
Voldemort.”,2
"steps,",2
voices,2
wandered,2
"wands,",2
up!”,2
Thursday,2
"Still,",2
"Stone,”",2
Study,2
water.,2
"watching,",2
watched.,2
"watched,",2
THAT,2
wastepaper,2
waste,2
wasn’,2
"Table,",2
wash,2
Tell,2
"warned,",2
warmth.,2
They’d,2
"warm,",2
"Thousand,",2
WIZARDRY,2
Wands,2
village,2
Wednesday,2
urgently.,2
accept,2
accepted,2
accidentally,2
accidents,2
"upward,",2
"upstairs,",2
acted,2
actually,2
add,2
"added,",2
added.,2
address,2
admiring,2
admitted.,2
upon,2
adventure,2
up?,2
advice,2
You’ve,2
You’re,2
You-Know-Who’s,2
Within,2
Well,2
view.,2
view,2
West,2
We’ll,2
Where’s,2
vaults.,2
vast,2
Wizardry.,2
You-Know-What,2
Wizards,2
vanished.,2
vanished,2
vanish,2
vacation,2
Yeh’ve,2
Yew.,2
"You,",2
bank.,2
"true,",2
way?”,2
brains,2
bravery,2
break-in,2
break.,2
thud,2
breathed,2
breathlessly.,2
breeze,2
"bright,",2
brightly,2
brightly.,2
brilliant,2
three-quarters.”,2
broad,2
three-quarters,2
broken-down,2
"broom,",2
"broom,”",2
thrashing,2
"broomstick,”",2
"branches,",2
boy’s,2
borrow,2
boys’,2
bossy,2
"both,”",2
bother,2
"times,",2
bottle.,2
bottles,2
time?,2
time;,2
"bottom,",2
time.”,2
bouncing,2
bounded,2
tightened,2
boxes.,2
boy!,2
"boy,”",2
tied,2
boys.,2
tidy,2
thousand,2
"brother,",2
thoughtfully.,2
bubbles,2
candles,2
there!,2
then.,2
then!”,2
captain,2
themselves.,2
card!”,2
them?”,2
"carefully,",2
carefully.,2
them;,2
"caretaker,",2
cars,2
carved,2
cast,2
"cat,",2
cat.,2
"cats,",2
"thanks,”",2
therefore,2
"camera,",2
these.,2
"business,”",2
buck,2
bucket,2
"those,”",2
this?”,2
this?,2
"bulging,",2
bunch,2
bunny,2
things?,2
calmly.,2
things.,2
"cake,",2
"call,",2
called.,2
calling,2
calls,2
calm,2
these?”,2
borrowed,2
boring,2
bare,2
"bean,",2
beating,2
trembled,2
trees.,2
"tree,",2
treasure,2
beds,2
"trapdoor,",2
been?”,2
beetle,2
before.”,2
before?”,2
begin,2
trailing,2
believes,2
bell,2
"bellowed,",2
tracks,2
toys,2
"town,",2
"trembling,",2
beaming.,2
bored,2
tricky,2
trousers.,2
barked,2
barked.,2
trouble.,2
barrier.,2
trolls,2
bat,2
bat.,2
troll.”,2
troll.,2
trodden,2
bathroom.,2
battered,2
battle,2
"be,",2
"be,”",2
be.”,2
be?,2
"trifle,",2
tower.,2
touching,2
touches,2
"touch,",2
block,2
blond,2
blonde,2
"blood,",2
toast,2
board.,2
toads,2
toad?”,2
boat!”,2
"boat,",2
boat.,2
"body,",2
body.,2
boiled,2
boiling,2
to.”,2
boils,2
tipped,2
boots,2
tomorrow,2
"tomorrow,”",2
blazing,2
toothless,2
bewitching,2
bezoar,2
bike,2
"bike,",2
"bill,",2
billowing,2
binding,2
top.,2
too?”,2
blast,2
too.”,2
biscuits,2
bit.,2
too!”,2
bitterly,2
blank,2
blankets.,2
tongue,2
Standing,2
"ways,",2
cauldrons,2
“GRYFFINDOR!”,2
“Funny,2
Dean’s,2
Developments,2
Did,2
“For,2
Diggle’s,2
Doris,2
Drive.,2
Ducking,2
Dumbledore!”,2
Dumbledore.”,2
Dunno,2
Dursley.,2
“Every,2
“Ever,2
Dursley’s,2
“Even,2
D’you,2
Each,2
"Dean,”",2
Curse.,2
"“Honestly,",2
“Great,2
"Cauldron,",2
“He’ll,2
"“Hermione,",2
“Here,2
Charlie.,2
"“Hello,”",2
"Chasers,",2
“Hell,2
"Christmas,”",2
"Cloak,",2
Cloak.,2
“Harry!,2
"Codswallop,",2
“Hang,2
“Hagrid’s,2
“Hagrid!,2
Crockford,2
"Cup,",2
Cup.,2
"“Dunno,",2
Eeylops,2
“Dunno,2
“Dumbledore,2
“Bet,2
Follow,2
"“Back,",2
“At,2
Fred.,2
“As,2
"Friar,",2
Friday,2
Frog,2
"Frog,",2
“Anyone,2
Fungi,2
“Always,2
“Ah,2
“After,2
Getting,2
Golden,2
Good,2
’til,2
“Bin,2
Fluffy?”,2
“Bless,2
Fang.,2
Emeric,2
“Dragon,2
England,2
“Didn’t,2
Exactly,2
“Couldn’t,2
FROM,2
"Fang,”",2
Fear,2
“Blown,2
"“Can’t,",2
Figg’s,2
“Call,2
Finally,2
“Budge,2
Firs’,2
Flamel’s,2
"Flint,",2
“His,2
“How’s,2
Grindelwald,2
"“Thanks,",2
“Tell,2
“Still,2
“Stand,2
"“Sorry,",2
“So?”,2
“Slytherin,2
“Should,2
“STUDENTS,2
"“Rubbish,”",2
"“Ron,",2
“Ready?”,2
“Quirrell,2
"“Quick,",2
"“Peeves,”",2
“Path”,2
"“Oh,”",2
9,2
“Nine,2
"“Neville,”",2
“Thanks,2
“These,2
Bright,2
“To,2
"""",2
“you’ll,2
(black),2
“to,2
(“I,2
“so,2
“she’s,2
10,2
“if,2
“for,2
“did,2
"“Wow,”",2
“Wood,2
“Who?”,2
“When,2
“What?,2
“We’d,2
"“Well,”",2
"1945,",2
"“Neville,",2
AND,2
ARE,2
AT,2
“Madam,2
“Lucky,2
"“Look,”",2
Beans,2
"“Look,",2
“Look!”,2
Beans.,2
